Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,50.5,WNW,,447.125,442.125,100,Emery,Unknown,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,Cactus-Intertie,7,UVHFS,
