Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,96.2,WNW,,447.7,442.7,123,Emery,Unknown,Wide area.,"Closed autopatch, 8,702'.",UVHFS,
