Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update
448.05,-5,103.5,WB7EGF,"Quemado, Fox Mtn",NM,OPEN,,205.5,SSW,,448.05,443.05,103.5,Catron,On-Air,
