Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Features,Coordination,Last update
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,115.8,NW,,224.98,223.38,88.5,Carbon,Unknown,"Wide area: Price, Wellington, Helper, and Huntington areas.","Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",Remote base.,UVHFS,
