Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Coordination,Last update
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,63.6,E,,449,444,,107.2,Mesa,On-Air,KB0SW,Grand Mesa Repeater Assoc,CCARC,
