Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,IRLP,Notes,Nets,Web links,Coordination,Last update
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,147.2,WSW,,447.2,442.2,107.2,107.2,Montrose,On-Air,Delta/Montrose,Grand Mesa Repeater Assoc,9,Full-time to the  GMRA Open System .,3710,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,CCARC,
