Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Nets,Coordination,Last update
147.3,0.6,100,N7YSE,Jacob Lake,AZ,OPEN,,193.1,SW,,147.3,147.9,100,Coconino,On-Air,"Kanab and Fredonia, to Long Valley Junction and Escalante toward the north, East of Page, Vermillion Cliffs and Lee's Ferry in Arizona.",Kane County ARES net: Mon at 08:00.,ARCA,
