Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Last update
146.775,-0.6,,W7YP,"Pinedale, Mt Airy",WY,OPEN,,214,NW,,146.775,146.175,,Sublette,Off-Air,Sublette Co ARC,7,"Full-time to  
        448.10000 (KC7BJY) at Pinedale, Mt Airy, WY .",
