Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Links,Coordination,Last update
448.1,-5,100,KC7BJY,"Pinedale, Mt Airy",WY,OPEN,,214,NW,,448.1,443.1,100,Sublette,Unknown,Sublette Co ARC,7,"Full-time to  
        146.77500 (W7YP) at Pinedale, Mt Airy, WY .",WRCG,
