Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,146.5,S,,443.65,448.65,,,1,,Bernalillo,DM65pd,On-Air,Albuquerque Metro,NM5SH,Brandmeister,NM5SH QSL.net,NMFCC,
