Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Web links,Coordination,Last update
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,240.9,SE,,145.25,144.65,123,Taos,On-Air,Taos ARC,Taos Amateur Radio Club,NMFCC,
