Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
448.5,-5,,K7WS,"Hurricane,  Kolob Peak",UT,OPEN,,207.4,WSW,,448.5,443.5,,Washington,Off-Air,St. George and the neighboring communities.,9,UVHFS,
