Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,212.2,WNW,,447,442,107.2,Garfield,On-Air,Wide area.,8,CCARC,
