Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Coordination,Last update
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,156,WSW,,146.91,146.31,107.2,107.2,Montrose,On-Air,E-Power,CCARC,
