Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Last update
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,177.5,SW,,145.35,144.75,123,Garfield,On-Air,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",Emergency Power,
