Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Sponsor,Affiliate,Features,Notes,Nets,Web links,Coordination,Last update
449.625,-5,CC1 114.8,NX7R,"Concho, Volcano Hill",AZ,OPEN,,245.8,SW,,449.625,444.625,114.8,D754,,1,,Apache,On-Air,"Wide Area: Concho, to St Johns, Show Low and Beyond.",AF7JQ,BrandMeister,MMDVM,BrandMeister,Hytera US DMR Net on TG-31089: Thu at 19:30.,http://www.ttgcommunications.com,ARCA,
