Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Coordination,Last update
147.36,0.6,,WI7M,Kanab,UT,OPEN,,202.7,SW,,147.36,147.96,,Kane,Off-Air,Southern border of Utah including Kanab and surrounding areas.,UVHFS,
