Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Web links,Coordination,Last update
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,190.9,S,,443.4,448.4,100,Sandoval,On-Air,Sandia Vista ARC,http://sandiavista.net,NMFCC,
