Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Affiliate,Coordination,Last update
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,239.6,E,,147.03,147.63,100,Boulder,On-Air,KI0HG,Boulder County Amateur Radio Emergency Service,CCARC,
