Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
224.96,-1.6,,NJ7J,Syracuse,UT,OPEN,,191.2,NW,,224.96,223.36,,Davis,Unknown,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,4,UVHFS,
