Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
449.7,-5,100,K7DOU,"West Kaysville,  sewer plant",UT,OPEN,,184.9,NW,,449.7,444.7,,Open ↑ / Open ↓,Davis,On-Air,Wasatch Front from North Salt Lake to the Utah/Idaho border.,Davis Co ARC,4,UVHFS,
