Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Last update
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,50,WNW,,448.075,443.075,,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",Carbon,Off-Air,,Sinbad Desert Amateur Radio Club,
