Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Last update,Uplink Tone,On-air,Affiliate,Features,Coordination,Links,EchoLink,IRLP,Notes,Web links,Location Photo,Grid,Commands,Downlink Tone,Nets,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide,North America,English,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 310,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Europe,DCI Bridge,Local,Colorado,Southern Colorado,WIRES-X,Southwest USA,Denver Regional,Northern Colorado,Wyoming,WyLOCAL
927.6625,-25,string,N7SGV,Duck Creek Village,UT,OPEN,string,169.7,SW,string,927.6625,902.6625,undefined,undefined,undefined,Kane,Off-Air,undefined,undefined,string,string,undefined,undefined,undefined,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,string,170.7,SE,string,146.7,146.1,undefined,undefined,undefined,La Plata,On-Air,Local.,Durango ARC,string,100,undefined,undefined,9,CCARC,undefined,undefined,undefined,undefined,http://durangoarc.org/,undefined,undefined,undefined,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.72,-0.6,100,WB7REL,"Glendale, Spencer Bench",UT,OPEN,I,170.9,SW,string,146.72,146.12,undefined,undefined,undefined,Kane,On-Air,"Covers Highway 89 from Hatch to Kanab, west along Highway 14 over Cedar Mountain, and east along Highway 12 to Bryce Canyon.",Skyline,string,100,undefined,undefined,"Autopatch, linked to (146.940).",UVHFS,Full-time to the  Skyline Repeater System .,undefined,3576,Provides a South-Central Utah link into the Skyline/Sinbad systems.,undefined,undefined,undefined,undefined,undefined,Skyline RC VHF Net: Sunday at 2000 hrs,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.25,-5,100,AI7J,Layton,UT,OPEN,string,170.9,NNW,string,449.25,444.25,undefined,undefined,undefined,Davis,Off-Air,undefined,undefined,string,100,undefined,undefined,4,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,string,171.1,SE,string,445.1375,440.1375,undefined,undefined,undefined,La Plata,On-Air,undefined,K2AD,string,string,undefined,Rocky Mountain Ham Radio,undefined,CCARC,undefined,undefined,undefined,undefined,http://www.rmham.org/,undefined,undefined,undefined,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,string,171.3,SE,string,147.135,147.735,undefined,undefined,undefined,La Plata,On-Air,undefined,undefined,string,100,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,http://www.sjcham.com,undefined,undefined,undefined,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,string,171.6,NNW,string,146.68,146.08,undefined,undefined,undefined,Morgan,On-Air,"Wide area: City of Morgan and surrounding communities, southern Bear Lake.","Amateur Radio, Inc",string,123,undefined,undefined,"Autopatch, linked to (145.490).",UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CSQ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,string,171.7,SE,string,448.625,443.625,undefined,undefined,undefined,La Plata,undefined,Wide area.,KC5EVE,string,131.8,Unknown,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,131.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.675,-5,string,K7JL,"Milford, Frisco Peak",UT,CLOSED,string,171.7,W,string,448.675,443.675,undefined,undefined,undefined,Beaver,undefined,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada.",Desert ARS,string,string,Unknown,Cactus-Intertie,9,UVHFS,undefined,undefined,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.85,-5,100,K0EP,Durango,CO,OPEN,string,171.7,SE,string,449.85,444.85,undefined,undefined,undefined,La Plata,On-Air,undefined,DARC,string,100,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.94,-0.6,100,WR7AAA,"Milford, Frisco Peak",UT,OPEN,string,171.7,W,string,146.94,146.34,undefined,undefined,undefined,Beaver,On-Air,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada. 50 mi radius.",WA7GTU,string,100,undefined,"Intermountain Intertie,  Rainbow Canyons ARC",undefined,UVHFS,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to the  Intermountain Intertie System .",undefined,undefined,9,RCARC System,undefined,undefined,undefined,undefined,State RACES: 3rd Thursday of even-numbered months.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.05,-5,114.8,AH2S,Layton,UT,OPEN,IA,171.7,NNW,string,447.05,442.05,undefined,undefined,undefined,Davis,On-Air,undefined,undefined,string,114.8,undefined,undefined,"IRLP, Allstar",UVHFS,undefined,undefined,3515,undefined,undefined,undefined,undefined,undefined,undefined,undefined,28463,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,string,172.7,SE,string,147.345,147.945,undefined,undefined,undefined,La Plata,On-Air,Durango and north towards Molas Divide.,Colorado Connection,string,88.5,undefined,undefined,undefined,CCARC,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,123,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,string,173.4,ESE,string,146.67,146.07,undefined,undefined,undefined,Pitkin,On-Air,Wide area.,Ski Country ARC,string,107.2,undefined,undefined,Linked.,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,string,174,NE,string,145.265,144.665,undefined,undefined,undefined,Moffat,undefined,undefined,NW Colorado ARC,string,107.2,Unknown,undefined,E-power.,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,string,174,NE,string,146.97,146.37,undefined,undefined,undefined,Moffat,On-Air,undefined,Northwest Colorado Amateur Radio Association,string,88.5,undefined,Colorado Connection,undefined,CCARC,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.2,-5,127.3,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,string,174.1,NW,string,447.2,442.2,undefined,undefined,undefined,Davis,On-Air,Wide area: North Salt Lake to South Ogden.,Davis Co ARC,string,127.3,undefined,undefined,6,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,127.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.04,0.6,123,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,string,174.1,NW,string,147.04,147.64,undefined,undefined,undefined,Davis,On-Air,Wide area: North Salt Lake to South Ogden. Wasatch Front from Ogden to the Utah/Idaho border.,Davis Co ARC /VHFS,string,undefined,undefined,undefined,6,UVHFS,undefined,undefined,undefined,C4FM Fusion Repeater,http://www.dcarc.net,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.96,-1.6,string,NJ7J,Syracuse,UT,OPEN,string,175.5,NW,string,224.96,223.36,undefined,undefined,undefined,Davis,undefined,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,undefined,string,string,Unknown,undefined,4,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.65,-5,string,KB6BOB,"Cedar City, Blowhard Mountain",UT,CLOSED,string,175.8,WSW,string,448.65,443.65,undefined,undefined,undefined,Iron,undefined,"Wide area: St. George and the neighboring communities. The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Desert RS,string,string,Unknown,Cactus-Intertie,"Remote base, 10,640'.",UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.8,-0.6,100,WV7H,"Cedar City, Blowhard Mountain",UT,OPEN,string,175.8,WSW,string,146.8,146.2,undefined,undefined,undefined,Iron,On-Air,"Wide area: The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George. Cedar City and nearby communities.",undefined,string,100,undefined,Intermountain Intertie,undefined,UVHFS,Full-time to the  Intermountain Intertie System .,undefined,undefined,undefined,http://www.utahvhfs.org/snowlink.html,undefined,undefined,undefined,undefined,State RACES: 3rd Thursday of even-numbered months.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.15,-5,114.8,KR7K,Clearfield,UT,OPEN,I,176.3,NNW,string,447.15,442.15,undefined,undefined,undefined,Davis,On-Air,North Salt Lake to Tremonton.,undefined,string,114.8,undefined,undefined,undefined,UVHFS,undefined,undefined,3607,undefined,undefined,undefined,undefined,IRLP: No special access codes.,114.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.95,-5,123,NJ7J,"Clearfield,  civic center",UT,OPEN,I,176.4,NNW,string,449.95,444.95,undefined,undefined,undefined,Davis,On-Air,Ogden and South Ogden area.,City of Clearfield.,string,123,undefined,undefined,4,UVHFS,undefined,undefined,3876,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.825,-5,123,K0NOD,"Clearfield,  city office",UT,OPEN,EI,176.4,NNW,string,448.825,443.825,undefined,undefined,undefined,Davis,Off-Air,Wasatch Front from North Salt Lake to the Utah/Idaho border.,Community Service Emergency Radio Grp,string,123,undefined,undefined,4,UVHFS,undefined,332144,4654,undefined,undefined,undefined,undefined,"- MUST PROCEED ALL IRLP COMMANDS WITH ""B""   -- Use Bxxxx (where xxxx is desired IRLP node number) to connect to another IRLP node  -- e.g. use B9250 to connect to Western Reflector    - MUST PROCEED ALL EchoLink COMMANDS WITH ""BA""  -- Use BAxxxxxx (where xxxxxx is desired EchoLink node number) to connect to another EchoLink node  -- e.g. use BA263450 to connect to EchoLink node 263450     - Use B73 or 73 to disconnect from either EchoLink or IRLP     The following control codes are operable:  B00 - Current node status  B01 - Reads back last IRLP node connected  B02 - Gives info on recent incoming/outgoing IRLP calls  B03 - Current time  B04 - Connects to a random IRLP node  B05 - Connects to IRLP Western Reflector (Las Vegas, 9250)  B06 - Connects to IRLP Crossroads (Indiana) Reflector (9200)  B07 - Connects to IRLP Hurricane Net (Listen-only, 9206)  B99 - Connects to IRLP Echo Reflector (9990)",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.12,0.6,string,W0VTL,Gunnison,CO,OPEN,string,177,ESE,string,147.12,147.72,undefined,undefined,undefined,Gunnison,On-Air,undefined,W0VTL,string,string,undefined,undefined,E-power.,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.95,-5,string,K5GF,Gunnison,CO,OPEN,string,177,ESE,string,449.95,444.95,undefined,undefined,undefined,Gunnison,undefined,undefined,K5GF,string,string,Unknown,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444.775,5,CC12 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,string,177,NNE,string,444.775,449.775,undefined,undefined,undefined,Sweetwater,Testing,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",undefined,string,123,undefined,undefined,undefined,WRCG,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,123,undefined,undefined,string,12,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,177.1,NNE,string,222.4,224,undefined,undefined,undefined,Sweetwater,On-Air,Wide Area,DRAWZM,string,123,undefined,Mountain West Radio Group,undefined,undefined,undefined,824055,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,string,177.2,NNE,string,146.61,146.01,undefined,undefined,undefined,Sweetwater,On-Air,Wide area: SW Wyoming,Sweetwater RACES,string,100,undefined,undefined,Autopatch.,WRCG,undefined,undefined,undefined,undefined,http://wy7u.angelfire.com,undefined,undefined,undefined,undefined,Sun at 19:30.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,177.2,NNE,string,146.94,146.34,undefined,undefined,undefined,Sweetwater,On-Air,Wide area.,Sweetwater ARC,string,100,undefined,undefined,undefined,WRCG,Full-time to the  HERC System .,357388,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,string,177.4,NNW,string,146.9,146.3,undefined,undefined,undefined,Weber,On-Air,"Huntsville to West desert, Salt Lake to Idaho border",OARC / VHFS,string,D122,undefined,undefined,undefined,UVHFS,undefined,undefined,undefined,C4FM Yaesu Fusion repeater digital and analog FM,http://www.ogdenarc.org,undefined,undefined,undefined,D122,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,string,177.4,NNW,string,448.6,443.6,undefined,undefined,undefined,Weber,On-Air,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",Ogden ARC,string,123,undefined,undefined,9,UVHFS,undefined,undefined,undefined,"C4FM Yaesu fusion, digital and analog FM repeater",http://www.ogdenarc.org/,undefined,undefined,undefined,123,Weber Co ARES: Tue at 20:00.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.025,-5,123,W7DBA,Huntsville,UT,OPEN,I,177.8,NNW,string,448.025,443.025,undefined,undefined,undefined,Weber,On-Air,undefined,undefined,string,123,undefined,undefined,undefined,UVHFS,undefined,undefined,3211,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.21,-0.6,123,W7DBA,Huntsville,UT,OPEN,string,177.8,NNW,string,145.21,144.61,undefined,undefined,undefined,Weber,undefined,City of Morgan and surrounding communities.,undefined,string,123,Unknown,undefined,4,UVHFS,undefined,undefined,undefined,undefined,http://w7dba.hopto.org/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,string,178.5,NNW,string,145.25,144.65,undefined,undefined,undefined,Weber,On-Air,Ogden and surrounding area,Weber State University Amateur Radio Club,string,123,undefined,undefined,Autopatch.,UVHFS,undefined,undefined,undefined,undefined,Weber State University Amateur Radio Club,undefined,undefined,undefined,123,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.075,-5,D051,W7WPC,"West Point, West Point City Building",UT,OPEN,string,178.5,NW,string,447.075,442.075,undefined,undefined,undefined,Davis,On-Air,North Davis County / South Weber County,KE7OJJ,string,D051,undefined,West Point City Amateur Radio Club,undefined,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,D051,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.49,-0.6,123,K7HEN,"Ogden,  Promentory Pt",UT,OPEN,string,178.9,NNW,string,145.49,144.89,undefined,undefined,undefined,Weber,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,"Amateur Radio, Inc",string,123,undefined,Mercury ARA,Autopatch.,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,MARA: Wed at 2100.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,string,178.9,NNW,string,145.41,144.81,undefined,undefined,undefined,Weber,On-Air,undefined,undefined,string,123,undefined,undefined,undefined,UVHFS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
