Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update,Notes,On-air,EchoLink,IRLP,Links,Affiliate,AllStar,D-STAR Enabled,Node,Sources,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Grid
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,string,94.8,NW,string,447.125,442.125,100,undefined,Emery,undefined,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,7,undefined,undefined,UVHFS,string,undefined,Unknown,undefined,undefined,undefined,Cactus-Intertie,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,string,95.1,SE,string,147.375,147.975,156.7,undefined,San Juan,On-Air,Wide area.,undefined,13,undefined,http://www.sjcham.com,CCARC,string,undefined,undefined,undefined,undefined,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,string,96.6,SE,string,145.37,144.77,100,100,La Plata,On-Air,undefined,undefined,E-power.,undefined,http://www.sjcham.com,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,string,97.3,E,string,147.33,147.93,107.2,undefined,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,string,101.7,NE,string,449.8,444.8,107.2,undefined,Garfield,On-Air,undefined,undefined,8,undefined,GMRA Repeaters,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,string,102.7,SE,string,146.7,146.1,100,100,La Plata,On-Air,Local.,Durango ARC,9,undefined,http://durangoarc.org/,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,string,103.1,SE,string,445.1375,440.1375,string,undefined,La Plata,On-Air,undefined,K2AD,undefined,undefined,http://www.rmham.org/,CCARC,string,undefined,undefined,undefined,undefined,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,string,103.1,SE,string,147.135,147.735,100,100,La Plata,On-Air,undefined,undefined,undefined,undefined,http://www.sjcham.com,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.85,-5,100,K0EP,Durango,CO,OPEN,string,103.5,SE,string,449.85,444.85,100,100,La Plata,On-Air,undefined,DARC,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,string,103.5,SE,string,448.625,443.625,131.8,131.8,La Plata,undefined,Wide area.,KC5EVE,undefined,undefined,undefined,CCARC,string,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,string,104.7,SE,string,147.345,147.945,88.5,123,La Plata,On-Air,Durango and north towards Molas Divide.,Colorado Connection,undefined,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",undefined,CCARC,string,undefined,undefined,undefined,undefined,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,string,106.8,ESE,string,147.135,146.535,123,undefined,Hinsdale,On-Air,undefined,undefined,E-power (solar),undefined,http://www.sjcham.com,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,108.9,NNW,string,147.32,147.92,88.5,undefined,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,Remote base.,undefined,http://sdarc.us/repeaters/bruin.html,UVHFS,string,110,undefined,64264,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,DM49tp
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,108.9,NNW,string,449.05,444.05,88.5,undefined,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,Remote base.,undefined,http://sdarc.us/repeaters/bruin.html,UVHFS,string,undefined,undefined,64264,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,undefined
145.175,-0.6,string,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,string,109.4,NNW,string,145.175,144.575,string,undefined,Carbon,On-Air,Eastern Utah,SDARC,undefined,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,Sinbad Desert A.R.C.,undefined,undefined,undefined,undefined,United States,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,112.9,NE,string,146.76,146.16,107.2,undefined,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,undefined,undefined,CCARC,string,undefined,undefined,243117,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DM69cl
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,string,119.4,WNW,string,447.7,442.7,123,undefined,Emery,undefined,Wide area.,undefined,"Closed autopatch, 8,702'.",undefined,undefined,UVHFS,string,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,string,119.4,WNW,string,447.625,442.625,100,undefined,Emery,On-Air,Wide area.,San Rafael Cactus Assoc,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,Cactus-Intertie,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,119.4,WNW,string,147.06,147.66,88.5,undefined,Emery,On-Air,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",Sinbad Desert ARC,"Closed autopatch, remote base.",undefined,http://sdarc.us/repeaters/horn.html,UVHFS,string,8,undefined,64264,3270,Full-time to the  Sinbad Desert (SDARC) System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DM49kf
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,string,119.4,WNW,string,223.92,222.32,88.5,undefined,Emery,undefined,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",undefined,"Remote base, 8,702'.",undefined,undefined,UVHFS,string,undefined,Unknown,undefined,undefined,undefined,Sinbad Desert ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,string,121,SE,string,147.15,147.75,100,undefined,La Plata,On-Air,Bayfield,undefined,E-power.,undefined,http://www.sjcham.com,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,string,121.3,SE,string,147.06,147.66,100,undefined,San Juan,On-Air,undefined,undefined,undefined,undefined,undefined,NMFCC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1299.25,-20,string,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,string,121.4,NW,string,1299.25,1279.25,undefined,undefined,Washington,On-Air,undefined,undefined,undefined,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,122.9,NW,string,147.2,147.8,88.5,undefined,Carbon,undefined,undefined,undefined,undefined,undefined,undefined,UVHFS,string,undefined,Unknown,64264,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,string,122.9,SW,string,448.6,443.6,100,undefined,San Juan,On-Air,Wide Area.,Utah VHF Society,undefined,UVHFS: Tue at 20:00.,http://utahvhfs.org/snowlink.html,UVHFS,string,undefined,undefined,undefined,undefined,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",Intermountain Intertie,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.3,-5,string,K7GX,"Price, Wood Hill",UT,OPEN,EI,122.9,NW,string,448.3,443.3,string,undefined,Carbon,undefined,undefined,undefined,undefined,undefined,undefined,UVHFS,string,undefined,Unknown,64264,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,string,123,NW,string,448.3,443.3,88.5,undefined,Carbon,undefined,Price.,College of Eastern Utah ARC,undefined,undefined,undefined,UVHFS,string,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,string,123,NW,string,224.5,222.9,88.5,undefined,Carbon,undefined,undefined,College of Eastern Utah ARC,5,undefined,undefined,UVHFS,string,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,string,123,NW,string,145.43,144.83,88.5,undefined,Carbon,undefined,Price.,undefined,5,undefined,undefined,UVHFS,string,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,string,125.1,SW,string,146.96,146.36,100,undefined,San Juan,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,undefined,undefined,undefined,UVHFS,string,10,undefined,undefined,undefined,undefined,Intermountain Intertie,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,string,125.1,SW,string,449.925,444.925,100,undefined,San Juan,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,10,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,string,125.1,SW,string,448.75,443.75,100,undefined,San Juan,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",undefined,10,undefined,undefined,UVHFS,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,string,126.6,NE,string,146.88,146.28,107.2,undefined,Garfield,On-Air,undefined,Ski Country ARC,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,string,126.6,NE,string,449.6,444.6,107.2,undefined,Garfield,On-Air,Wide area.,undefined,e-power Linked to GMRA open system,undefined,http://www.gmra.org,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,string,126.6,NE,string,447.1,442.1,107.2,undefined,Garfield,On-Air,undefined,Ski Country ARC,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,string,126.6,NE,string,146.85,146.25,88.5,123,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,70,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,undefined,CCARC,string,Part of the Colorado Connection System of Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,string,128.3,NE,string,147.39,147.99,107.2,undefined,Garfield,On-Air,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,undefined,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,128.3,NE,string,449.725,444.725,179.9,undefined,Garfield,On-Air,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,undefined,undefined,CCARC,string,undefined,undefined,undefined,3722,undefined,undefined,28434,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,134.2,NE,string,147.3,147.9,107.2,undefined,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,8,undefined,undefined,CCARC,string,Single beep courtesy tone when linked and none when unlinked.,undefined,266359,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,string,134.2,NE,string,449.85,444.85,131.8,131.8,Garfield,On-Air,Glenwood Springs,undefined,e-power  Linked to GMRA Open System,Colorado State RACES  Wed 1930 local,http://GMRA.org,CCARC,string,RACES net Wed 1930 Hrs Local,undefined,undefined,undefined,Full-time to the  GMRA Open System .,Grand Mesa Repeater Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.6,-5,string,KI0G,Glenwood Springs,CO,CLOSED,string,134.2,NE,string,447.6,442.6,string,undefined,Garfield,undefined,40,Ski Country ARC (SCARC),50,undefined,undefined,CCARC,string,Link Hub for 146.880.,Unknown,undefined,undefined,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.02,-1.6,string,KI0G,Glenwood Springs,CO,CLOSED,string,134.2,NE,string,224.02,222.42,string,undefined,Garfield,undefined,undefined,SCARC,undefined,undefined,undefined,CCARC,string,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,136.7,NW,string,145.31,144.71,88.5,undefined,Carbon,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,Sinbad Desert ARC,"Closed autopatch, remote base.",undefined,http://sdarc.us/repeaters/ford.html,UVHFS,string,9,undefined,undefined,3270,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,139.5,NW,string,147.08,147.68,88.5,undefined,Carbon,On-Air,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,Sinbad Desert ARC,"Closed autopatch, remote base.",undefined,http://sdarc.us/repeaters/boardinghouse.html,UVHFS,string,9,undefined,64264,3270,Full-time to the  Sinbad Desert (SDARC) System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,string,140,NW,string,224.98,223.38,88.5,undefined,Carbon,undefined,"Wide area: Price, Wellington, Helper, and Huntington areas.","Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",Remote base.,undefined,undefined,UVHFS,string,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
