Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Web links,Coordination,Last update
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,266.4,SE,,146.64,146.04,100,100,Las Animas,Off-Air,Wide area: West BACA and East Las Animas counties.,KZ0DEM Repeaters,CCARC,
