Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Links,Web links,Coordination,Last update
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,206.2,SW,,147.36,147.96,100,San Juan,On-Air,Full-time to the  San Juan Connection System .,http://www.sjcham.com,NMFCC,
