Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Notes,Coordination,Last update
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,,181.1,NW,,53.01,52.01,141.3,141.3,Davis,Off-Air,"Davis, Morgan, Weber Counties and North Salt Lake",K7DAV,9,"New antenna installed 9/17/2016. Replaced broken antenna, replaced duplexer 9/2/2017",UVHFS,
