Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
147.14,0.6,100,KB5ZFA,Fort Sumner,NM,OPEN,,247.6,SE,,147.14,147.74,100,Debaca,On-Air,Wide area.,,4,Full-time to the  Mega-Link System .,NMFCC,
