Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsRxCode,DtcsPolarity,Mode,TStep,Comment
,W7DBA 448.025,448.025,-,5,Tone,123,88.5,23,23,NN,FM,5,W7DBA
,W7DBA 145.21,145.21,-,0.6,Tone,123,88.5,23,23,NN,FM,5,W7DBA
