Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Links,Notes,Coordination,Last update
146.82,-0.6,100,KD7BN,Dubois,WY,OPEN,,239.7,NW,,146.82,146.22,100,Fremont,On-Air,Wide area.,Hams for Emergency Radio Communications,Full-time to the  HERC System .,HERC repeater map,WRCG,
