Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,IRLP,Nets,Web links,Coordination,Last update
447.7,-5,123,W7TAR,"Jackson, Snow King Mountain",WY,OPEN,I,274.1,NW,,447.7,442.7,123,118.8,Teton,On-Air,Wide Area,Teton Amateur Radio Repeater Assoc (TARRA),Jackson Hole Area ARC,Closed IRLP,3464,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,TARRA,WRCG,
