Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,IRLP,Nets,Coordination,Last update
146.91,-0.6,,W7TAR,"Jackson, Snow King Mountain",WY,OPEN,I,274.1,NW,,146.91,146.31,,Teton,On-Air,Wide Area,Teton Amateur Radio Repeater Assoc (TARRA),Jackson Hole Area ARC,3464,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,WRCG,
