Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Location Photo,County,On-air,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.675,-5,,K7JL,"Milford, Frisco Peak",UT,CLOSED,,195,W,,448.675,443.675,,,Beaver,Unknown,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada.",Desert ARS,Cactus-Intertie,9,UVHFS,
