Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,165.9,NW,,447.7,442.7,100,Salt Lake,On-Air,UVHFS,
