Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,270.2,SE,,146.84,146.24,107.2,Santa Fe,Unknown,N9PGQ,NMFCC,
