Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Coordination,Last update
447.875,-5,,KC7KRY,"Eureka,  Eureka Peak",UT,OPEN,,166.7,NW,,447.875,442.875,,Juab,Unknown,Wide area.,UVHFS,
