Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,EchoLink,Coordination,Last update
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,113.9,E,,146.76,146.16,107.2,Garfield,DM69cl,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,243117,CCARC,
