Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Last update
447.7,-5,,K6DLP,"Camp Verde,  Squaw Peak",AZ,CLOSED,,282.3,SW,,447.7,442.7,,Yavapai,On-Air,K6DLP,E-power,
