Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update
147.1,0.6,131.8,KF6FM,"Camp Verde, Squaw Peak",AZ,OPEN,,282.3,SW,,147.1,147.7,131.8,Yavapai,On-Air,KF6FM,ARCA,
