Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,IRLP,Notes,Coordination,Last update
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,200.8,S,,224.48,222.88,100,Bernalillo,On-Air,Entire Albuquerque Area,K6LIE,High Desert ARC of New Mexico,3285,Moved to new location and added PL,NMFCC,
