Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,217.8,SE,,146.985,146.385,156.7,156.7,Kearney,On-Air,Local,N0OMC,E-power,Kansas Repeater Council,
