Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Affiliate,Features,Nets,Coordination,Last update
147.36,0.6,100,WA7GIE,"Coalville, Lewis Peak",UT,OPEN,,160.3,NW,,147.36,147.96,100,Summit,On-Air,"Wide area: Western side of the Salt Lake valley. Park City, Heber, Coalville and other nearby communities.",Wasatch Back Tri-County ARC,9,SCARC: Thu at 2100.,UVHFS,
