Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,216.9,E,,146.955,146.355,,Phillips,Unknown,PCARC,E-power.,CCARC,
