Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Coordination,Last update
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,158.6,NW,,448.375,443.375,100,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,4,UVHFS,
