Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,168.1,SSE,,444.8,449.8,77,Union,Off-Air,Wide area.,Sierra Grande Repeater Club,E-power.,NMFCC,
