Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Affiliate,Coordination,Last update
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,152.7,NW,,146.8,146.2,100,Utah,On-Air,ERC CERT,UVHFS,
