Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Links,AllStar,Last update
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,145.8,SE,,449.525,444.525,100,100,Mineral,DM67lt,On-Air,N0PKT,The Fun Machine,Full-time to the  The Fun Machine System .,43265,
