Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,211.9,SE,,444.3,449.3,141.3,141.3,Logan,On-Air,,SKECT,E-power.,Full-time to the  SKECT System .,http://skect.org/default.aspx,Kansas Repeater Council,
