Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,105.1,WNW,,449.75,444.75,131.8,San Pete,Unknown,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Closed autopatch.,UVHFS,
