Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,154.5,SE,,448.65,443.65,127.3,San Juan,On-Air,NMFCC,
