Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Last update
445.7875,-5,,K7NAZ,"Williams,  Bill Williams Mountain",AZ,OPEN,,243.5,SW,,445.7875,440.7875,,K7NAZ (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Coconino,On-Air,Bill Williams Mt. Radio Club,
