Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Notes,Web links,Coordination,Last update
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,12.7,SE,,146.76,146.16,88.5,Grand,On-Air,Moab and immediate surroundings.,Sinbad Desert ARC,8,http://www.sdarc.us/repeaters/bald.html,UVHFS,
