Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Links,Nets,Coordination,Last update
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,208.5,E,,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,CCARC,
