Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,168.1,SSE,,146.85,146.25,100,Union,Off-Air,Wide area.,Sierra Grande RC,E-power.,NMFCC,
