Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Last update
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,286.4,SE,,443.2,448.2,88.5,Hansford,On-Air,KY5C,
