Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,IRLP,Commands,Notes,Last update
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,212.7,NNE,,146.475,146.475,146.2,146.2,Fall River,On-Air,More info on the coverage area would be helpful.,W0FUI,IRLP,7976,"IRLP: 
Connect- [node nbr] / Disconnect- 73.",Turns itself off every night. More control info on the website.,
