Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,167.7,NW,,146.88,146.28,88.5,Salt Lake,On-Air,"Salt Lake Valley communities from Salt Lake City to Draper. 
North Salt Lake to South Ogden.",Utah VHF Society,http://www.slcoares.net/,UVHFS,
