Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Links,Nets,Web links,Coordination,Last update
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,127,SSW,,448.6,443.6,100,San Juan,On-Air,Wide Area.,Utah VHF Society,Intermountain Intertie,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",UVHFS: Tue at 20:00.,http://utahvhfs.org/snowlink.html,UVHFS,
