Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,219.7,E,,927.925,902.925,D114,D114,Larimer,Testing,"Fort Collins, Loveland, Northern Colorado",W7RF,CCARC,
