Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coordination,Last update
447.6,-5,,KJ7YE,Eden,UT,OPEN,,223.2,NNW,,447.6,442.6,,Weber,Unknown,UVHFS,
