Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,165,N,,147.15,147.75,,Converse,On-Air,
