Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Features,IRLP,Coordination,Last update
442.15,5,100,K7MRG,"Prescott, Mingus Mountain",AZ,OPEN,I,281.3,SW,,442.15,447.15,100,Yavapai,DM34wq,On-Air,Mingus Mountain Repeater Group,E-power.,3600,ARCA,
