Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Coordination,Last update
447.4,-5,100,K7DSN,"Spanish Fork,  Teat Mountain",UT,OPEN,,139.9,NW,,447.4,442.4,100,Utah,Unknown,Wide area.,UVHFS,
