Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Features,Coordination,Last update
448.95,-5,,WA7FFM,"Goshen,  West Mountain",UT,OPEN,,136.3,NW,,448.95,443.95,,Utah,Unknown,Utah County from Alpine to Payson.,6,UVHFS,
